1,1,13:00:00,5,13.625,2.525,840,18.3,3.79,27.13,11.36,Medium,High
1,1,14:00:00,4,11.5,2.15,720,19.06,5.98,26.33,14.22,Medium,High
1,1,15:00:00,5,11,2.2,768,17.37,3.29,28.01,8.45,Medium,High
1,1,16:00:00,4,10.75,2,738,19.96,5.53,33.16,10.52,Medium,High
1,1,17:00:00,4,10.5,1.85,720,21.68,5.27,36.52,11.33,Medium,High
1,1,18:00:00,3,10,1.72,660,20.17,4.99,34.27,6.72,Medium,High
1,1,19:00:00,3,9.5,1.8,596,16.94,3.94,28.07,9.05,Medium,High
1,1,20:00:00,4,8.5,1.4,480,15.87,1.88,31.32,6.47,Medium,High
1,1,21:00:00,3,9,1.7,540,13.56,4.36,26.39,7.02,Medium,High
1,1,22:00:00,3,8.75,1.5,480,11.06,1.44,21.88,8.65,Medium,High
1,1,23:00:00,3,8.75,1.6,480,8.89,0.49,18.77,10.62,Medium,High
1,2,00:00:00,3,8.25,1.58,437.5,8.46,1,17.66,7.71,Medium,High
1,2,01:00:00,4,7.75,1.4,409,10.59,0.72,18.85,4.67,Low,High
1,2,02:00:00,5,8,1.495,414,9.26,0.31,19.29,6.33,Medium,High
1,2,03:00:00,5,9,1.7,480,13.61,0.82,19.46,3.81,Medium,High
1,2,04:00:00,6,9.5,1.64,480,18.97,0.88,21.6,5.04,Medium,High
1,2,05:00:00,4,12.25,1.7,604.5,19.94,2.57,30.71,7.56,Medium,High
1,2,06:00:00,4,13.75,2.8,747,24.51,4.29,15.21,6.26,Medium,Low
1,2,07:00:00,7,15.5,3.45,1062,22.03,3.76,24.06,8.22,Medium,High
1,2,08:00:00,6,15.875,4.015,1200,36.74,3.26,22.5,10.33,Medium,Low
1,2,09:00:00,7,14.25,3.18,934,29.7,3.19,22.3,11.92,Medium,High
1,2,10:00:00,5,13.25,2.7,900,21.03,2.31,24.74,10,Medium,High
1,2,11:00:00,4,13,2.8,863,16.85,4.49,23.27,11.08,Medium,High
1,2,12:00:00,4,12,2.3,835,21.72,4.38,26.74,12.97,Medium,High
1,2,13:00:00,5,13.25,2.76,900,19.75,4.7,25,9.67,Medium,High
1,2,14:00:00,5,11.5,1.95,727,18.72,5.77,27.93,14.2,Medium,High
1,2,15:00:00,5,11.5,2.05,817,17,5.92,32.02,6.83,Medium,High
1,2,16:00:00,4,11.5,2.3,840,21.37,4.84,35.06,7.85,Medium,High
1,2,17:00:00,4,11.25,1.9,840,20.52,4.44,46.95,10.35,Medium,High
1,2,18:00:00,3,10.75,1.7,720,22.15,5.37,40.72,10.51,Medium,High
1,2,19:00:00,3,9.5,1.8,570.5,25.43,4.57,25.87,9.78,Medium,High
1,2,20:00:00,4,8.75,1.73,540,15.27,5.09,29.94,11,Medium,High
1,2,21:00:00,4,8.5,1.785,503.5,14,4.2,25.6,12.6,Medium,High
1,2,22:00:00,3,8,1.6,439,10.5,1.09,23.85,9.63,Medium,High
1,2,23:00:00,3,9,1.62,480,12.19,3.61,23.02,11.29,Medium,High
1,3,00:00:00,3,8.25,1.5,423,11.21,1.12,17.71,8.07,Medium,High
1,3,01:00:00,4,7.75,1.41,366,12.29,0.55,16.51,4.95,Low,High
1,3,02:00:00,5,8,1.33,420,11.01,0.45,21.12,5.88,Medium,High
1,3,03:00:00,4,9.25,1.7,458.5,14.22,1.63,17.65,4.9,Medium,High
1,3,04:00:00,5,9.75,1.62,511,18.28,1.08,24.42,3.07,Medium,High
1,3,05:00:00,3,10.99,1.6,540,23.39,5.57,28.06,3.79,Medium,High
1,3,06:00:00,4,15.25,3.54,840,24.95,4.12,12.78,5.98,Medium,Low
1,3,07:00:00,7,17.855,3.99,1127,23.11,3.26,23.21,6.93,High,Low
1,3,08:00:00,7,13.75,3.32,1003,32.74,2.18,23.18,8,Medium,High
1,3,09:00:00,6,14.5,3.19,988,30.79,3.65,19.93,8.75,Medium,High
1,3,10:00:00,5,15.75,3,1020,23.68,4.89,25.35,11.2,Medium,High
1,3,11:00:00,5,13.75,2.88,900,22.81,4.38,18.59,8.75,Medium,High
1,3,12:00:00,4,13.25,2.7,860,18.7,4.07,25.04,9.27,Medium,High
1,3,13:00:00,4,12.75,2.38,873,17.82,3.53,25.04,11.09,Medium,High
1,3,14:00:00,4,11.75,2.1,780,17.23,5.15,25.12,14.65,Medium,High
1,3,15:00:00,5,11.5,2,835,17.2,5.02,28.92,10.96,Medium,High
1,3,16:00:00,4,10.25,2.015,720,20.59,4.23,35.66,9.38,Medium,High
1,3,17:00:00,4,10.5,1.94,808,21.28,3.09,43.13,10.83,Medium,High
1,3,18:00:00,4,10.25,1.9,721.5,22.73,3.72,36.57,8.06,Medium,High
1,3,19:00:00,3,9.25,1.6,600,26.14,2.88,28.54,8.39,Medium,High
1,3,20:00:00,4,8.75,1.47,509,15.71,2.34,29.51,7.64,Medium,High
1,3,21:00:00,4,8.5,1.6,503,13.63,4.82,27.25,11.11,Medium,High
1,3,22:00:00,3,9,1.5,480,10.41,2.42,23.24,7.75,Medium,High
1,3,23:00:00,4,8.5,1.65,480,10.77,1.86,19.25,7.04,Medium,High
1,4,00:00:00,3,8.5,1.465,422.5,10.61,1.52,21.43,7.36,Medium,High
1,4,01:00:00,4,8,1.47,419,12.82,0.36,20.58,5.6,Medium,High
1,4,02:00:00,5,8,1.4,416,13.38,0.44,21.47,6.47,Medium,High
1,4,03:00:00,5,9.25,1.7,480,15.53,1.16,19.88,3.05,Medium,High
1,4,04:00:00,5,9.75,1.5,480,22.5,1.46,23.3,4.26,Medium,High
1,4,05:00:00,4,11.5,1.4,600,17.92,2.44,33.81,4.07,Medium,High
1,4,06:00:00,3,13.875,2.89,780,28.22,3.56,18.22,6.67,Medium,High
1,4,07:00:00,6,18.25,3.93,1139,22.49,4.32,22.49,6.16,High,Low
1,4,08:00:00,6,13.5,3.1,996.5,32.05,2.6,24.49,8.13,Medium,High
1,4,09:00:00,7,14,3.16,960,29.31,1.75,20.74,10.94,Medium,High
1,4,10:00:00,5,13.75,2.965,900,23.85,3.33,18.59,10.13,Medium,High
1,4,11:00:00,5,12.75,2.41,823,21.82,5.83,25.86,10.16,Medium,High
1,4,12:00:00,5,12.75,2.34,840,21.37,3.97,24.12,8.55,Medium,High
1,4,13:00:00,5,11.75,2.365,817.5,21.08,2.92,25.23,9.23,Medium,High
1,4,14:00:00,5,11.75,2.39,793,18.78,5.19,27.63,13.44,Medium,High
1,4,15:00:00,5,11.5,2.1,836.5,16.29,6.43,29.57,11.57,Medium,High
1,4,16:00:00,4,11,1.9,720,24.74,3.98,38.75,10.9,Medium,High
1,4,17:00:00,4,11.25,1.965,840,23.41,3.93,44.01,8.05,Medium,High
1,4,18:00:00,4,10.5,1.99,720,24.36,3.6,31.78,8.26,Medium,High
1,4,19:00:00,3,10.875,2.03,720,23.14,4.15,25.11,10.48,Medium,High
1,4,20:00:00,3,9,1.62,540,17.34,4.07,27.84,7.71,Medium,High
1,4,21:00:00,4,8.5,1.6,480,12.66,2.49,25.1,8.3,Medium,High
1,4,22:00:00,3,9,1.71,540,17.39,1.37,20.82,6.86,Medium,High
1,4,23:00:00,4,9,1.9,540,12.41,1.62,18.88,7.55,Medium,High
1,5,00:00:00,4,8.5,1.54,438,13.08,0.92,21.36,6.81,Medium,High
1,5,01:00:00,5,7.75,1.475,409.5,12.42,0.79,18.71,5.97,Low,High
1,5,02:00:00,5,8.5,1.5,420,12.48,0.54,17.58,5.77,Medium,High
1,5,03:00:00,7,9,1.6,420,20.75,0.73,16.91,3.53,Medium,High
1,5,04:00:00,7,9.5,1.5,455,23.38,0.88,20.33,2.46,Medium,High
